time_ms,channel,freq_mhz,samples,detected,occupancy_pct,alert,mode
435022,84,2484.0,50,1,2,0,FULL
437345,0,2400.0,50,1,2,0,FULL
437440,3,2403.0,50,1,2,0,FULL
437473,4,2404.0,50,1,2,0,FULL
437537,6,2406.0,50,1,2,0,FULL
438261,29,2429.0,50,1,2,0,FULL
439835,79,2479.0,50,1,2,0,FULL
439962,83,2483.0,50,1,2,0,FULL
442976,21,2421.0,50,1,2,0,FULL
444738,77,2477.0,50,1,2,0,FULL
444865,81,2481.0,50,1,2,0,FULL
444960,84,2484.0,50,1,2,0,FULL
447471,6,2406.0,50,1,2,0,FULL
448102,26,2426.0,50,1,2,0,FULL
449895,83,2483.0,50,1,2,0,FULL
452406,5,2405.0,50,1,2,0,FULL
452941,22,2422.0,50,1,2,0,FULL
453164,29,2429.0,50,1,2,0,FULL
454831,82,2482.0,50,1,2,0,FULL
457247,1,2401.0,50,1,2,0,FULL
457877,21,2421.0,50,1,2,0,FULL
457973,24,2424.0,50,1,2,0,FULL
458068,27,2427.0,50,1,2,0,FULL
459642,77,2477.0,50,1,2,0,FULL
462373,6,2406.0,50,1,2,0,FULL
462877,22,2422.0,50,1,2,0,FULL
462972,25,2425.0,50,1,2,0,FULL
463099,29,2429.0,50,1,2,0,FULL
463258,34,2434.0,50,2,4,0,FULL
463291,35,2435.0,50,2,4,0,FULL
463324,36,2436.0,50,3,6,0,FULL
463356,37,2437.0,50,3,6,0,FULL
464301,67,2467.0,50,3,6,0,FULL
464365,69,2469.0,50,2,4,0,FULL
464492,73,2473.0,50,3,6,0,FULL
464557,75,2475.0,50,3,6,0,FULL
464620,77,2477.0,50,3,6,0,FULL
464685,79,2479.0,50,3,6,0,FULL
464717,80,2480.0,50,3,6,0,FULL
464781,82,2482.0,50,4,8,0,FULL
464845,84,2484.0,50,2,4,0,FULL
465161,94,2494.0,50,1,2,0,FULL
467703,17,2417.0,50,1,2,0,FULL
467830,21,2421.0,50,1,2,0,FULL
468020,27,2427.0,50,1,2,0,FULL
468273,35,2435.0,50,1,2,0,FULL
468337,37,2437.0,50,1,2,0,FULL
469816,84,2484.0,50,1,2,0,FULL
472138,0,2400.0,50,1,2,0,FULL
472233,3,2403.0,50,1,2,0,FULL
472863,23,2423.0,50,1,2,0,FULL
472960,26,2426.0,50,1,2,0,FULL
473055,29,2429.0,50,1,2,0,FULL
474660,80,2480.0,50,1,2,0,FULL
477894,25,2425.0,50,1,2,0,FULL
482071,0,2400.0,50,1,2,0,FULL
